"Price","Sq.feet","Title","Address","Date.Posted","Building.Type","Bedrooms","Bathrooms","Utilities","Wi.Fi.and.More","Parking.Included","Agreement.Type","Move.In.Date","Pet.Friendly","Furnished","Air.Conditioning","Personal.Outdoor.Space","Smoking.Permitted","Appliances","Amenities","Description","Visit.Counter","url"
1250,150,"Room for rent(With private bathroom $1250)","Toronto, ON M4R 2E9",NA,"House","1","1","Hydro_Yes,Heat_No,Water_No","Not Included","1","1 Year","February 1, 2024","No","No","No","Not Included","No",NA,NA,"This is a one-bedroom with a private bathroom in a five-bedroom apartment with 3 girls currently in the building. for rent @ 1250/ month. Suitable for female students. The living room and kitchen are shared.","283 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/room-for-rent-with-private-bathroom-1250/1683692424"
1895,325,"Wellesley Apartments - Bachelor available at 100 Wellesley Stree","100 Wellesley Street East, Toronto, ON, M4Y 1H5","2024-03-14 14:09:43","Apartment","Bachelor/Studio","1","Hydro_No,Heat_No,Water_Yes","Not Included","0","1 Year",NA,"Yes","Yes","Yes","Balcony","No","Laundry (In Building)","Gym, Pool, Elevator in Building","No Last Month's Rent Deposit",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/wellesley-apartments-bachelor-available-at-100-wellesley-stree/1670341721"
1800,600,"Single Bedroom Apartment for Rent","Etobicoke, ON M8V",NA,"Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","1","1 Year","February 5, 2024","No","No","No","Not Included","No","Laundry (In Building)",NA,"Very clean, single bedroom apartment in a low rise building, located in the Royal and Lakeshore area. Rent is $1800/month plus hydro and parking is also available. Appliances included and Laundry facilities on site. Non smoker and no pets preferred. Currently available. To schedule an appointment or for any questions please call 416-663-3145 ask for Rosa.","82 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/single-bedroom-apartment-for-rent/1683834974"
2100,500,"Furnished 1 Bedroom- CN Tower and Lake View in Prime Downtown","14 York St, Toronto, ON M5J 0B1",NA,"Condo","1","1",NA,"Not Included","0","Month-to-month","January 21, 2024","Yes","Yes","Yes","Balcony","No","Laundry (In Unit)","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building","**Luxurious 1-Bedroom Downtown Toronto Apartment with CN Tower & Lake View**
**Prime Location:** Situated at York and Brenner, in the heart of downtown Toronto.
**Stunning Views:** Enjoy breathtaking views of the CN Tower and the lake from your apartment.
**Convenience at Your Doorstep:** A mere 2-minute walk to CN Tower, Scotiabank Arena, Union Station, Rogers Center, and Harbourfront.
**Direct Access to Toronto PATH:** No need to step outside for groceries; connected to the extensive PATH network.
**Fully Furnished:**
- Comfortable sofa bed for guests.
- Cozy queen bed frame with mattress for a restful sleep.
- Spacious 16-cube drawer for ample storage.
- Balcony patio furniture to enjoy the scenic views.
**Modern Amenities:** Building equipped with all modern amenities like sauna, swimming pool, steam room, gym.","516 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-1-bedroom-cn-tower-and-lake-view-in-prime-downtown/1682974954"
2809,795,"797 Jane Street - Hannah Woods Apartment for Rent","797 Jane Street, Toronto, ON, M6N 4B8","2024-03-05 15:21:45","Apartment","2","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Elevator in Building","Welcome to The Woods at 797 Jane Street. This rental community is situated in a lush greenspace that backs onto Black Creek Trail. Your home is near Dalrymple Park, Westlake Memorial Park and Lavender Creek Trail – the perfect place to walk your dog or take the kids to the playground. There are several schools and restaurants within walking distance. Your new home is located near Highway 400 and 401, and Lawrence Avenue West Station is only minutes away – so getting anywhere in Toronto from here is easy. In the same plaza as the station, you'll find a Metro grocery store, Walmart Pharmacy, the LCBO, and many retail stores. nullBuilding OverivewWelcome to The Woods at 797 Jane Street. This rental community is situated in a lush greenspace that backs onto Black Creek Trail. Your home is near Dalrymple Park, Westlake Memorial Park and Lavender Creek Trail – the perfect place to walk your dog or take the kids to the playground. There are several schools and restaurants within walking distance. Your new home is located near Highway 400 and 401, and Lawrence Avenue West Station is only minutes away – so getting anywhere in Toronto from here is easy. In the same plaza as the station, you'll find a Metro grocery store, Walmart Pharmacy, the LCBO, and many retail stores.Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/797-jane-street-hannah-woods-apartment-for-rent/1684150849"
2500,600,"Annex 2 bed on Palmerston Blvd now or April 1","Toronto, ON M6G 2N9","2024-03-09 02:34:43","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 1, 2024","Limited","No","No","Yard","No","Dishwasher, Fridge / Freezer",NA,"Annex - Palmerston Boulevard – Charming newly renovated 2 bed apt available now, or April 1st. Quiet, cozy apt on ground floor of house, with back door to garden. Business laundry next door, bike rack. Open plan living room w/ kitchen, new stainless fridge, stove, & dishwasher. Located just above Harbord St (with direct bus to Wellesley subway station) and a short walk to Bloor St. at Bathurst subway. Palmerston is a quiet and safe street, well lit by authentic lanterns on both sides. Absolutely no smoking in apt or on front deck. Quiet tenants only, please. $2500 + hydro. Call 416-538-2146 for directions and showing times. Thanks!","120 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/annex-2-bed-on-palmerston-blvd-now-or-april-1/1687689142"
2800,917,"2 Bedroom Apartment for Rent - 440 Eglinton Avenue East","440 Eglinton Avenue East, Toronto, ON, M4P 1M2","2024-03-14 14:04:55","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 1, 2024","Limited","No","No","Balcony","No","Laundry (In Building), Fridge / Freezer","Elevator in Building","The Building is located in the city of Toronto, two blocks east of Mount Pleasant Road on Eglinton Avenue. The building is a 10-storey high-rise and contains 90 units. Outdoor and underground parking is available. Public transit is also at the front of the building with shopping and schools within walking distance. Yonge and Eglinton subway is 5 minutes walking distance, along with a movie theatre. On-site building amenities include laundry facilities. Units are spacious with a variety of layouts with large balconies with a glass tinted panel.",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-440-eglinton-avenue-east/1684017993"
70000,900,"ACAPULCO MEXICO 1 BEDROOM APARTMENT FOR SALE. OCEANIC 2000.","Brampton, ON L7A",NA,"Condo","1","1",NA,"Not Included","0","1 Year","March 1, 2024","Yes","Yes","Yes","Balcony","Yes","Fridge / Freezer","Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","ACAPULCO ONE BEDROOM APARTMENT FOR SALE OCEANIC 2000 15TH FLOOR. FURNISHED. DIRECT ACCESS TO THE BEACH ASKING $70,000 US. CALL FRANK 416-878-7848 .","56 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/acapulco-mexico-1-bedroom-apartment-for-sale-oceanic-2000/1684712937"
3700,934,"LUXURY 3 BEDROOM CONDO WITH A LAKE VIEW FOR RENT IN DOWNTOWN TO","York Street, Toronto, ON","2024-03-04 18:05:03","Condo","3","2","Hydro_No,Heat_No,Water_Yes","Not Included","1","1 Year","April 1, 2024","No","Yes","Yes","Balcony","No","Laundry (In Unit)","Gym, Pool, Concierge, 24 Hour Security, Elevator in Building","LUXURY 3 BEDROOM CONDO WITH A LAKE VIEW FOR RENT IN DOWNTOWN TORONTO
Experience the epitome of urban living in this stunning 3-bedroom apartment nestled in the heart of downtown Toronto.","76 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-3-bedroom-condo-with-a-lake-view-for-rent-in-downtown-to/1687264869"
2250,635,"Yonge Eglinton Apartments – Duplex - 1 Bdrm available at 411 Dup","411 Duplex Avenue, Toronto, ON, M4R 1V2","2024-03-14 13:17:44","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Yes","No","Yes","Balcony","No","Laundry (In Building)","Pool, Bicycle Parking, Elevator in Building","No Last Month's Rent Deposit",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-eglinton-apartments-duplex-1-bdrm-available-at-411-dup/1687001341"
2075,470,"1 Bedroom Apartment for Rent - 160 Erskine Avenue","160 Erskine Avenue, Toronto, ON, M4P 1Z3","2024-03-14 14:07:11","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","April 1, 2024","Limited","No","No","Not Included","No","Fridge / Freezer","Pool","$500 Move-In Bonus!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-160-erskine-avenue/1684003019"
3300,608,"Prince Arthur - 1 Bedroom Apartment for Rent","20 Prince Arthur Avenue, Toronto, ON, M5R 1B1","2024-03-08 05:51:55","Apartment","1","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year","May 1, 2024","Yes","No","No","Balcony","No","Laundry (In Building)","Storage Space","Utilities Included",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/prince-arthur-1-bedroom-apartment-for-rent/1686593626"
1893,456,"2893 & 2897 St. Clair Ave. E - Studio Apartment for Rent","2897 St Clair Avenue East, Toronto, ON, M4B 1N5","2024-03-08 13:06:00","Apartment","Bachelor/Studio","1","Hydro_No,Heat_Yes,Water_No","Not Included","0","1 Year",NA,"No","No","No","Not Included","No","Laundry (In Building), Dishwasher, Fridge / Freezer","Elevator in Building","Building Features",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2893-2897-st-clair-ave-e-studio-apartment-for-rent/1687611751"
2819,689,"6020 Bathurst Street - Valencia Towers Apartment for Rent","6020 Bathurst Street, Toronto, ON, M2R 1Z8","2024-02-25 00:30:00","Apartment","1","1",NA,"Not Included","0","1 Year",NA,"Yes","No","No","Not Included","No","Fridge / Freezer","Elevator in Building","Valencia Towers is a student- and family-friendly apartment community featuring cozy suites, coveted on-site amenities, and an excellent Bathurst Street location.Choose from bachelor, 1, 2 and 3 bedroom suites to suit your and your family's needs. These pet friendly and renovated apartment homes feature spacious layouts and private balconies. Condo-style on-site amenities include a gym, laundry facilities, and an on-site daycare, all under professional on-site management. This Certified Rental Building is located near Bathurst and Steeles in bustling North York. Students and staff can reach York University in 20 minutes by transit or 10 minutes by car. Valencia Towers is also close to shopping, grocery, restaurants, banks, pharmacies, and entertainment, including the G Ross Lord Park nearby. Make an investment in your quality of life. Come home to the comfort and convenience of Valencia Towers. nullBuilding OverivewValencia Towers is a student- and family-friendly apartment community featuring cozy suites, coveted on-site amenities, and an excellent Bathurst Street location.Choose from bachelor, 1, 2 and 3 bedroom suites to suit your and your family's needs. These pet friendly and renovated apartment homes feature spacious layouts and private balconies. Condo-style on-site amenities include a gym, laundry facilities, and an on-site daycare, all under professional on-site management. This Certified Rental Building is located near Bathurst and Steeles in bustling North York. Students and staff can reach York University in 20 minutes by transit or 10 minutes by car. Valencia Towers is also close to shopping, grocery, restaurants, banks, pharmacies, and entertainment, including the G Ross Lord Park nearby. Make an investment in your quality of life. Come home to the comfort and convenience of Valencia Towers.Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/6020-bathurst-street-valencia-towers-apartment-for-rent/1686341372"
1799,500,"2 Bedroom 1 Bathroom Basement Apartment for Rent in Bradford, ON","Bradford, ON L3Z","2024-03-11 16:51:59","Apartment","2","1","Hydro_Yes,Heat_Yes,Water_Yes","Not Included","0","Month-to-month","March 11, 2024","No","No","Yes","Not Included","Outdoors only","Laundry (In Unit)",NA,"- 2 bedroom basement apartment for rent FULLY RENOVATED , with a separate entrance
- 1 bathroom plus shower
- Kitchen included
- LAUNDRY INCLUDED
- NO PETS
- Cable/Wifi is NOT included
- UTILITIES INCLUDED
- First AND last month’s rent must be given","32 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-bathroom-basement-apartment-for-rent-in-bradford-on/1687917852"
2450,690,"2 Bedroom Apartment For Rent in Toronto - 2 Secord","2 Secord Avenue, Toronto, ON, M4C 2C3","2024-03-05 00:34:59","Apartment","2","1","Hydro_No,Heat_Yes,Water_Yes","Not Included","0","1 Year",NA,"Limited","No","No","Balcony","No","Laundry (In Building), Fridge / Freezer","Pool, Elevator in Building","Main & Danforth, East York, Toronto",NA,"https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-in-toronto-2-secord/1679492541"
1500,650,"One Bedroom in Shared Two Story Apartment for Rent","North York, Toronto, ON M3H 0C6","2024-03-12 00:15:30","Apartment","1","1","Hydro_Yes,Heat_Yes,Water_Yes","Internet","0","1 Year","April 7, 2024","No","No","Yes","YardBalcony","Outdoors only","Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","With all the perks of a house with the amenities and convenience of a condo, 565 Wilson checks off all the boxes. Just in time for spring, this spacious one bedroom in a two story condo can be yours as you live on the ground floor with your own bathroom and a shared kitchen and living area. Features large kitchen, bathroom, living area, in suite laundry, all utilities (heating, hydro, wifi) walk in closet and even storage space. The unit has hardwood floors and is partially furnished (living area.) Complete with 20 feet ceilings, ample lighting, floor to ceiling windows, new counter tops and stainless steel appliances, staying in on the weekends may not be so bad at all! Every amenity from 24-hour concierge, gated community, underground access to subway station, gym, pool, sauna, party room, rooftop terrace with barbeque, convenience store, pharmacy and walk-in clinic there is really too much to mention. This suite is a couple minutes from Wilson Station, 10 minutes away from the highway, near anchor grocery stores such as Metro/No Frills. Feel free to book a viewing to see if this offering is right for you!","463 visits","https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-bedroom-in-shared-two-story-apartment-for-rent/1686573621"
